STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,REPORTTPYE,HOURLYSKYCONDITIONS,HOURLYVISIBILITY,HOURLYPRSENTWEATHERTYPE,HOURLYDRYBULBTEMPF,HOURLYDRYBULBTEMPC,HOURLYWETBULBTEMPF,HOURLYWETBULBTEMPC,HOURLYDewPointTempF,HOURLYDewPointTempC,HOURLYRelativeHumidity,HOURLYWindSpeed,HOURLYWindDirection,HOURLYWindGustSpeed,HOURLYStationPressure,HOURLYPressureTendency,HOURLYPressureChange,HOURLYSeaLevelPressure,HOURLYPrecip,HOURLYAltimeterSetting,DAILYMaximumDryBulbTemp,DAILYMinimumDryBulbTemp,DAILYAverageDryBulbTemp,DAILYDeptFromNormalAverageTemp,DAILYAverageRelativeHumidity,DAILYAverageDewPointTemp,DAILYAverageWetBulbTemp,DAILYHeatingDegreeDays,DAILYCoolingDegreeDays,DAILYSunrise,DAILYSunset,DAILYWeather,DAILYPrecip,DAILYSnowfall,DAILYSnowDepth,DAILYAverageStationPressure,DAILYAverageSeaLevelPressure,DAILYAverageWindSpeed,DAILYPeakWindSpeed,PeakWindDirection,DAILYSustainedWindSpeed,DAILYSustainedWindDirection,MonthlyMaximumTemp,MonthlyMinimumTemp,MonthlyMeanTemp,MonthlyAverageRH,MonthlyDewpointTemp,MonthlyWetBulbTemp,MonthlyAvgHeatingDegreeDays,MonthlyAvgCoolingDegreeDays,MonthlyStationPressure,MonthlySeaLevelPressure,MonthlyAverageWindSpeed,MonthlyTotalSnowfall,MonthlyDeptFromNormalMaximumTemp,MonthlyDeptFromNormalMinimumTemp,MonthlyDeptFromNormalAverageTemp,MonthlyDeptFromNormalPrecip,MonthlyTotalLiquidPrecip,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT32Temp,MonthlyDaysWithGT32Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT1Snow,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureDate,MonthlyMaxSeaLevelPressureTime,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureDate,MonthlyMinSeaLevelPressureTime,MonthlyTotalHeatingDegreeDays,MonthlyTotalCoolingDegreeDays,MonthlyDeptFromNormalHeatingDD,MonthlyDeptFromNormalCoolingDD,MonthlyTotalSeasonToDateHeatingDD,MonthlyTotalSeasonToDateCoolingDD
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 01:00,CRN05,,,,21,-5.9,,,,,,5,,,,,,,0.00,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 01:05,CRN05,,,,21,-6.0,,,,,,,,,,,,,,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 01:10,CRN05,,,,21,-6.0,,,,,,,,,,,,,,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 01:15,CRN05,,,,21,-6.2,,,,,,,,,,,,,,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 01:20,CRN05,,,,21,-6.3,,,,,,,,,,,,,,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 01:25,CRN05,,,,21,-6.3,,,,,,,,,,,,,,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 01:30,CRN05,,,,20,-6.4,,,,,,,,,,,,,,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 01:35,CRN05,,,,20,-6.5,,,,,,,,,,,,,,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 01:40,CRN05,,,,20,-6.6,,,,,,,,,,,,,,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 01:45,CRN05,,,,20,-6.5,,,,,,,,,,,,,,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 01:50,CRN05,,,,20,-6.6,,,,,,,,,,,,,,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 01:55,CRN05,,,,20,-6.6,,,,,,,,,,,,,,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 02:00,CRN05,,,,20,-6.5,,,,,,7,,,,,,,0.00,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 02:05,CRN05,,,,20,-6.4,,,,,,,,,,,,,,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 02:10,CRN05,,,,20,-6.5,,,,,,,,,,,,,,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 02:15,CRN05,,,,20,-6.5,,,,,,,,,,,,,,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 02:20,CRN05,,,,20,-6.4,,,,,,,,,,,,,,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 02:25,CRN05,,,,20,-6.5,,,,,,,,,,,,,,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 02:30,CRN05,,,,20,-6.5,,,,,,,,,,,,,,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 02:35,CRN05,,,,20,-6.4,,,,,,,,,,,,,,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 02:40,CRN05,,,,20,-6.4,,,,,,,,,,,,,,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 02:45,CRN05,,,,20,-6.4,,,,,,,,,,,,,,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 02:50,CRN05,,,,20,-6.4,,,,,,,,,,,,,,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 02:55,CRN05,,,,20,-6.4,,,,,,,,,,,,,,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 03:00,CRN05,,,,20,-6.5,,,,,,8,,,,,,,0.00,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 03:05,CRN05,,,,20,-6.5,,,,,,,,,,,,,,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 03:10,CRN05,,,,20,-6.5,,,,,,,,,,,,,,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 03:15,CRN05,,,,20,-6.5,,,,,,,,,,,,,,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 03:20,CRN05,,,,20,-6.5,,,,,,,,,,,,,,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 03:25,CRN05,,,,20,-6.6,,,,,,,,,,,,,,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 03:30,CRN05,,,,20,-6.5,,,,,,,,,,,,,,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 03:35,CRN05,,,,20,-6.6,,,,,,,,,,,,,,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 03:40,CRN05,,,,20,-6.7,,,,,,,,,,,,,,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 03:45,CRN05,,,,20,-6.8,,,,,,,,,,,,,,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 03:50,CRN05,,,,20,-6.8,,,,,,,,,,,,,,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 03:55,CRN05,,,,20,-6.7,,,,,,,,,,,,,,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 04:00,CRN05,,,,20,-6.7,,,,,,7,,,,,,,0.00,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 04:05,CRN05,,,,20,-6.8,,,,,,,,,,,,,,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 04:10,CRN05,,,,20,-6.9,,,,,,,,,,,,,,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 04:15,CRN05,,,,20,-6.8,,,,,,,,,,,,,,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 04:20,CRN05,,,,20,-6.9,,,,,,,,,,,,,,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 04:25,CRN05,,,,19,-7.0,,,,,,,,,,,,,,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 04:30,CRN05,,,,19,-7.1,,,,,,,,,,,,,,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 04:35,CRN05,,,,19,-7.1,,,,,,,,,,,,,,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 04:40,CRN05,,,,19,-7.2,,,,,,,,,,,,,,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 04:45,CRN05,,,,19,-7.3,,,,,,,,,,,,,,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 04:50,CRN05,,,,19,-7.4,,,,,,,,,,,,,,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 04:55,CRN05,,,,19,-7.4,,,,,,,,,,,,,,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 05:00,CRN05,,,,18,-7.5,,,,,,6,,,,,,,0.00,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 05:05,CRN05,,,,18,-7.6,,,,,,,,,,,,,,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 05:10,CRN05,,,,18,-7.6,,,,,,,,,,,,,,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 05:15,CRN05,,,,18,-7.8,,,,,,,,,,,,,,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 05:20,CRN05,,,,18,-7.8,,,,,,,,,,,,,,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 05:25,CRN05,,,,18,-7.8,,,,,,,,,,,,,,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 05:30,CRN05,,,,18,-7.9,,,,,,,,,,,,,,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 05:35,CRN05,,,,17,-8.1,,,,,,,,,,,,,,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 05:40,CRN05,,,,17,-8.2,,,,,,,,,,,,,,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 05:45,CRN05,,,,17,-8.1,,,,,,,,,,,,,,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 05:50,CRN05,,,,18,-8.0,,,,,,,,,,,,,,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94996,LINCOLN 11 SW NE US,418.2,40.6954,-96.8541,2016-01-01 05:55,CRN05,,,,17,-8.2,,,,,,,,,,,,,,,,,,,,,,,,0752,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
